party_id	list_order	candidate_name	birth_year	query	result_urls	result_titles	google_wikipedia_result	checked_at
adilet	2	Абенов Мурат Абдуламитович	1965	"""Абенов Мурат Абдуламитович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2,_%D0%9C%D1%83%D1%80%D0%B0%D1%82_%D0%90%D0%B1%D0%B4%D1%83%D0%BB%D0%B0%D0%BC%D0%B8%D1%82%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Абенов, Мурат Абдуламитович Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:02:44Z
adilet	4	Авершин Константин Викторович	1976	"""Авершин Константин Викторович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B5%D1%80%D1%88%D0%B8%D0%BD,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"", ""https://kk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87_%D0%90%D0%B2%D0%B5%D1%80%D1%88%D0%B8%D0%BD""]"	"[""Авершин, Константин Викторович Википедия https://ru.wikipedia.org › wiki › А..."", ""Константин Викторович Авершин Wikipedia https://kk.wikipedia.org › wiki › К...""]"	true	2026-08-16T22:02:46Z
adilet	8	Адамбеков Тилектес Серикбайулы	1989	"""Адамбеков Тилектес Серикбайулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2,_%D0%A2%D0%B8%D0%BB%D0%B5%D0%BA%D1%82%D0%B5%D1%81_%D0%A1%D0%B5%D1%80%D0%B8%D0%BA%D0%B1%D0%B0%D0%B9%D1%83%D0%BB%D1%8B""]"	"[""Адамбеков, Тилектес Серикбайулы Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:02:47Z
adilet	9	Аймагамбетов Асхат Канатович	1982	"""Аймагамбетов Асхат Канатович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%BC%D0%B0%D0%B3%D0%B0%D0%BC%D0%B1%D0%B5%D1%82%D0%BE%D0%B2,_%D0%90%D1%81%D1%85%D0%B0%D1%82_%D0%9A%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Аймагамбетов, Асхат Канатович Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:02:49Z
adilet	13	Амантай Жаркынбек	1988	"""Амантай Жаркынбек"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B0%D0%BD%D1%82%D0%B0%D0%B9,_%D0%96%D0%B0%D1%80%D0%BA%D1%8B%D0%BD%D0%B1%D0%B5%D0%BA""]"	"[""Амантай, Жаркынбек Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:02:50Z
adilet	21	Ашимжанов Жанарбек Садыканович	1976	"""Ашимжанов Жанарбек Садыканович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D1%88%D0%B8%D0%BC%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%96%D0%B0%D0%BD%D0%B0%D1%80%D0%B1%D0%B5%D0%BA_%D0%A1%D0%B0%D0%B4%D1%8B%D0%BA%D0%B0%D0%BD%D1%83%D0%BB%D1%8B""]"	"[""Ашимжанов, Жанарбек Садыканулы Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:02:52Z
adilet	36	Башимов Марат Советович	1966	"""Башимов Марат Советович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%88%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%9C%D0%B0%D1%80%D0%B0%D1%82_%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Башимов, Марат Советович Википедия https://ru.wikipedia.org › wiki › Б...""]"	true	2026-08-16T22:02:53Z
adilet	40	Бекназаров Нурлан Кудиярович	1964	"""Бекназаров Нурлан Кудиярович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BA%D0%BD%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2,_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD_%D0%9A%D1%83%D0%B4%D0%B8%D1%8F%D1%80%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Бекназаров, Нурлан Кудиярович Википедия https://ru.wikipedia.org › wiki › Б...""]"	true	2026-08-16T22:02:55Z
adilet	46	Больгерт Евгений Андреевич	1984	"""Больгерт Евгений Андреевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D0%B3%D0%B5%D1%80%D1%82,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87""]"	"[""Больгерт, Евгений Андреевич Википедия https://ru.wikipedia.org › wiki › Б...""]"	true	2026-08-16T22:02:56Z
adilet	77	Имашева Снежанна Валерьевна	1981	"""Имашева Снежанна Валерьевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%B0%D1%88%D0%B5%D0%B2%D0%B0,_%D0%A1%D0%BD%D0%B5%D0%B6%D0%B0%D0%BD%D0%BD%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0""]"	"[""Имашева, Снежанна Валерьевна Википедия https://ru.wikipedia.org › wiki › И...""]"	true	2026-08-16T22:02:58Z
adilet	83	Калыков Арман Кобыландынович	1973	"""Калыков Арман Кобыландынович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8B%D0%BA%D0%BE%D0%B2,_%D0%90%D1%80%D0%BC%D0%B0%D0%BD_%D0%9A%D0%BE%D0%B1%D1%8B%D0%BB%D0%B0%D0%BD%D0%B4%D1%8B%D0%BD%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Калыков, Арман Кобыландынович Википедия https://ru.wikipedia.org › wiki › К...""]"	true	2026-08-16T22:03:00Z
adilet	94	Кожаев Марат Шадетханович	1964	"""Кожаев Марат Шадетханович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B6%D0%B0%D0%B5%D0%B2,_%D0%9C%D0%B0%D1%80%D0%B0%D1%82_%D0%A8%D0%B0%D0%B4%D0%B5%D1%82%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Кожаев, Марат Шадетханович Википедия https://ru.wikipedia.org › wiki › К...""]"	true	2026-08-16T22:03:01Z
adilet	99	Кучинская Юлия Владимировна	1982	"""Кучинская Юлия Владимировна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%87%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%AE%D0%BB%D0%B8%D1%8F_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0""]"	"[""Кучинская, Юлия Владимировна Википедия https://ru.wikipedia.org › wiki › К...""]"	true	2026-08-16T22:03:03Z
adilet	126	Перепечина Ольга Валентиновна	1967	"""Перепечина Ольга Валентиновна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D0%B5%D1%87%D0%B8%D0%BD%D0%B0,_%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0"", ""https://kk.wikipedia.org/wiki/%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0_%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D0%B5%D1%87%D0%B8%D0%BD%D0%B0""]"	"[""Перепечина, Ольга Валентиновна Википедия https://ru.wikipedia.org › wiki › П..."", ""Ольга Валентиновна Перепечина Wikipedia https://kk.wikipedia.org › wiki""]"	true	2026-08-16T22:03:05Z
adilet	128	Пономарёв Сергей Михайлович	1961	"""Пономарёв Сергей Михайлович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0%D1%80%D1%91%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"", ""https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0%D1%80%D1%91%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9""]"	"[""Пономарёв, Сергей Михайлович Википедия https://ru.wikipedia.org › wiki › П..."", ""Пономарёв, Сергей Википедия https://ru.wikipedia.org › wiki › П...""]"	true	2026-08-16T22:03:07Z
adilet	133	Рожин Максим Николаевич	1983	"""Рожин Максим Николаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B6%D0%B8%D0%BD,_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87""]"	"[""Рожин, Максим Николаевич Википедия https://ru.wikipedia.org › wiki › Р...""]"	true	2026-08-16T22:03:09Z
adilet	136	Савельева Татьяна Михайловна	1976	"""Савельева Татьяна Михайловна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D0%B5%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0,_%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0""]"	"[""Савельева, Татьяна Михайловна Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:03:10Z
adilet	141	Сайыр Ерлан Биахметұлы	1970	"""Сайыр Ерлан Биахметұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:03:12Z
adilet	144	Сарым Айдос Әміроллаұлы	1975	"""Сарым Айдос Әміроллаұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:03:14Z
adilet	148	Смышляева Екатерина Васильевна	1982	"""Смышляева Екатерина Васильевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D1%8B%D1%88%D0%BB%D1%8F%D0%B5%D0%B2%D0%B0,_%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0""]"	"[""Смышляева, Екатерина Васильевна Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:03:16Z
adilet	181	Шапак Унзила	1973	"""Шапак Унзила"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BF%D0%B0%D0%BA,_%D0%A3%D0%BD%D0%B7%D0%B8%D0%BB%D0%B0""]"	"[""Шапак, Унзила Википедия https://ru.wikipedia.org › wiki""]"	true	2026-08-16T22:03:18Z
adilet	182	Шаталов Никита Сергеевич	1992	"""Шаталов Никита Сергеевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B0_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87""]"	"[""Шаталов, Никита Сергеевич Википедия https://ru.wikipedia.org › wiki""]"	true	2026-08-16T22:03:19Z
ak_zhol	5	Барлыбаев Ерлан Хайланович	1967	"""Барлыбаев Ерлан Хайланович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%BB%D1%8B%D0%B1%D0%B0%D0%B5%D0%B2,_%D0%95%D1%80%D0%BB%D0%B0%D0%BD_%D0%A5%D0%B0%D0%B9%D0%BB%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Барлыбаев, Ерлан Хайланович Википедия https://ru.wikipedia.org › wiki › Б...""]"	true	2026-08-16T22:03:21Z
ak_zhol	14	Ерубаев Серик Сарсенович	1968	"""Ерубаев Серик Сарсенович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%95%D1%80%D1%83%D0%B1%D0%B0%D0%B5%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B8%D0%BA_%D0%A1%D0%B0%D1%80%D1%81%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Ерубаев, Серик Сарсенович Википедия https://ru.wikipedia.org › wiki › Е...""]"	true	2026-08-16T22:03:23Z
ak_zhol	15	Еспаева Дания Мадиевна	1961	"""Еспаева Дания Мадиевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%95%D1%81%D0%BF%D0%B0%D0%B5%D0%B2%D0%B0,_%D0%94%D0%B0%D0%BD%D0%B8%D1%8F_%D0%9C%D0%B0%D0%B4%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0""]"	"[""Еспаева, Дания Мадиевна Википедия https://ru.wikipedia.org › wiki › Е...""]"	true	2026-08-16T22:03:25Z
ak_zhol	21	Иса Қазыбек Жарылқасынұлы	1962	"""Иса Қазыбек Жарылқасынұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:03:27Z
ak_zhol	40	Нуралдинов Олжас Ельтайулы	1989	"""Нуралдинов Олжас Ельтайулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9D%D1%83%D1%80%D0%B0%D0%BB%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2,_%D0%9E%D0%BB%D0%B6%D0%B0%D1%81_%D0%95%D0%BB%D1%8C%D1%82%D0%B0%D0%B9%D1%83%D0%BB%D1%8B""]"	"[""Нуралдинов, Олжас Ельтайулы Википедия https://ru.wikipedia.org › wiki › Н...""]"	true	2026-08-16T22:03:28Z
ak_zhol	42	Перуашев Азат Турлыбекулы	1967	"""Перуашев Азат Турлыбекулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%83%D0%B0%D1%88%D0%B5%D0%B2,_%D0%90%D0%B7%D0%B0%D1%82_%D0%A2%D1%83%D1%80%D0%BB%D1%8B%D0%B1%D0%B5%D0%BA%D1%83%D0%BB%D1%8B""]"	"[""Перуашев, Азат Турлыбекулы Википедия https://ru.wikipedia.org › wiki › П...""]"	true	2026-08-16T22:03:30Z
npk	53	Нұралин Асылбек Жамашұлы	1959	"""Нұралин Асылбек Жамашұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:03:32Z
npk	61	Сейтжан Кенжеғұл Социалұлы	1982	"""Сейтжан Кенжеғұл Социалұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:03:34Z
npk	63	Смирнова Ирина Владимировна	1960	"""Смирнова Ирина Владимировна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0_(%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA)"", ""https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"", ""https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0_(%D1%81%D0%BF%D0%BE%D1%80%D1%82%D1%81%D0%BC%D0%B5%D0%BD%D0%BA%D0%B0)"", ""https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0""]"	"[""Смирнова, Ирина Владимировна (политик) Википедия https://ru.wikipedia.org › wiki › С..."", ""Смирнова, Ирина Владимировна Википедия https://ru.wikipedia.org › wiki › С..."", ""Смирнова, Ирина Владимировна (спортсменка) Википедия https://ru.wikipedia.org › wiki › С..."", ""Смирнова, Ирина Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:03:36Z
npk	65	Сұңқар Ислам Еркінұлы	1995	"""Сұңқар Ислам Еркінұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:03:37Z
osdp	8	Ауесбаев Нурлан Сатыбалдиевич	1957	"""Ауесбаев Нурлан Сатыбалдиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D1%83%D0%B5%D1%81%D0%B1%D0%B0%D0%B5%D0%B2,_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD_%D0%A1%D0%B0%D1%82%D1%8B%D0%B1%D0%B0%D0%BB%D0%B4%D0%B8%D0%B5%D0%B2%D0%B8%D1%87""]"	"[""Ауесбаев, Нурлан Сатыбалдиевич Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:03:39Z
osdp	28	Рахимжанов Асхат Нурмагамбетович	1983	"""Рахимжанов Асхат Нурмагамбетович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%85%D0%B8%D0%BC%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%90%D1%81%D1%85%D0%B0%D1%82_%D0%9D%D1%83%D1%80%D0%BC%D0%B0%D0%B3%D0%B0%D0%BC%D0%B1%D0%B5%D1%82%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Рахимжанов, Асхат Нурмагамбетович Википедия https://ru.wikipedia.org › wiki › Р...""]"	true	2026-08-16T22:03:41Z
osdp	29	Сагандыкова Ажар Бахитовна	1971	"""Сагандыкова Ажар Бахитовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B3%D0%B0%D0%BD%D0%B4%D1%8B%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%90%D0%B6%D0%B0%D1%80_%D0%91%D0%B0%D1%85%D0%B8%D1%82%D0%BE%D0%B2%D0%BD%D0%B0""]"	"[""Сагандыкова, Ажар Бахитовна Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:03:43Z
osdp	30	Сайлаубай Наурыз Саятұлы	1994	"""Сайлаубай Наурыз Саятұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:03:45Z
respublica	43	Куспеков Олжас Хайроллаевич	1986	"""Куспеков Олжас Хайроллаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%81%D0%BF%D0%B5%D0%BA%D0%BE%D0%B2,_%D0%9E%D0%BB%D0%B6%D0%B0%D1%81_%D0%A5%D0%B0%D0%B9%D1%80%D0%BE%D0%BB%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87""]"	"[""Куспеков, Олжас Хайроллаевич Википедия https://ru.wikipedia.org › wiki › К...""]"	true	2026-08-16T22:03:46Z
respublica	55	Наумова Динара Рустамовна	1997	"""Наумова Динара Рустамовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D0%BC%D0%BE%D0%B2%D0%B0,_%D0%94%D0%B8%D0%BD%D0%B0%D1%80%D0%B0_%D0%A0%D1%83%D1%81%D1%82%D0%B0%D0%BC%D0%BE%D0%B2%D0%BD%D0%B0""]"	"[""Наумова, Динара Рустамовна Википедия https://ru.wikipedia.org › wiki › Н...""]"	true	2026-08-16T22:03:48Z
respublica	60	Смолякова Екатерина Сергеевна	1987	"""Смолякова Екатерина Сергеевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%BE%D0%BB%D1%8F%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0""]"	"[""Смолякова, Екатерина Сергеевна Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:03:50Z
respublica	66	Тау Нургул	1973	"""Тау Нургул"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D1%83,_%D0%9D%D1%83%D1%80%D0%B3%D1%83%D0%BB""]"	"[""Тау, Нургул Википедия https://ru.wikipedia.org › wiki › Т...""]"	true	2026-08-16T22:03:52Z
respublica	75	Ходжаназаров Айдарбек Асанович	1983	"""Ходжаназаров Айдарбек Асанович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%B4%D0%B6%D0%B0%D0%BD%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2,_%D0%90%D0%B9%D0%B4%D0%B0%D1%80%D0%B1%D0%B5%D0%BA_%D0%90%D1%81%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Ходжаназаров, Айдарбек Асанович Википедия https://ru.wikipedia.org › wiki › Х...""]"	true	2026-08-16T22:03:54Z
adilet	43	Беспалинов Берген Маратович	1975	"""Беспалинов Берген Маратович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:10Z
adilet	54	Дәдебай Айбек Арқабайұлы	1980	"""Дәдебай Айбек Арқабайұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:11Z
adilet	167	Толыбаев Нурлан Алишерович	1986	"""Толыбаев Нурлан Алишерович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:13Z
adilet	169	Тулеушин Каныш Аманбаевич	1983	"""Тулеушин Каныш Аманбаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:15Z
ak_zhol	1	Абильдин Ермек Толеуулы	1980	"""Абильдин Ермек Толеуулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:17Z
ak_zhol	12	Егинбаев Ермек Молдакулович	1965	"""Егинбаев Ермек Молдакулович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:20Z
ak_zhol	19	Жутаев Махаббат Сагынбаевич	1968	"""Жутаев Махаббат Сагынбаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:22Z
ak_zhol	28	Кожахметов Асылхан Тулеббергенович	1984	"""Кожахметов Асылхан Тулеббергенович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:23Z
ak_zhol	46	Салыкбаев Абзал Мырзаханович	1990	"""Салыкбаев Абзал Мырзаханович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:25Z
ak_zhol	49	Смагулов Аскар Сайлаубекович	1970	"""Смагулов Аскар Сайлаубекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:27Z
ak_zhol	62	Шынасилова Мейраш	1971	"""Шынасилова Мейраш"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:29Z
ak_zhol	63	Юсупов Ермеккалий Тулепкалиевич	1965	"""Юсупов Ермеккалий Тулепкалиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:31Z
auyl	4	Абдыханов Улан Аманбекович	1974	"""Абдыханов Улан Аманбекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:32Z
auyl	5	Абитаев Фарид Кумашевич	1966	"""Абитаев Фарид Кумашевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:06:34Z
auyl	7	Айтуганов Кайрат Капарович	1962	"""Айтуганов Кайрат Капарович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D1%82%D1%83%D0%B3%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9A%D0%B0%D0%B9%D1%80%D0%B0%D1%82_%D0%9A%D0%B0%D0%BF%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Айтуганов, Кайрат Капарович Википедия https://ru.wikipedia.org › wiki › А...""]"	true	2026-08-16T22:06:36Z
