party_id	list_order	candidate_name	birth_year	query	result_urls	result_titles	google_wikipedia_result	checked_at
adilet	98	Куйкабаев Аскар Нуртуганович	1987	"""Куйкабаев Аскар Нуртуганович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:14Z
adilet	100	Қамзабекұлы Дихан	1966	"""Қамзабекұлы Дихан"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:16Z
adilet	102	Құрметұлы Абылай	1994	"""Құрметұлы Абылай"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:17Z
adilet	103	Лаврентьев Андрей Сергеевич	1979	"""Лаврентьев Андрей Сергеевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:19Z
adilet	104	Маралов Даурен Адилмырзаевич	1980	"""Маралов Даурен Адилмырзаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:22Z
adilet	108	Мусин Багдат Батырбекович	1983	"""Мусин Багдат Батырбекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%81%D0%B8%D0%BD,_%D0%91%D0%B0%D0%B3%D0%B4%D0%B0%D1%82_%D0%91%D0%B0%D1%82%D1%8B%D1%80%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Мусин, Багдат Батырбекович Википедия https://ru.wikipedia.org › wiki""]"	true	2026-08-16T22:12:24Z
adilet	109	Муталип Шахмурат	1990	"""Муталип Шахмурат"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%82%D0%B0%D0%BB%D0%B8%D0%BF,_%D0%A8%D0%B0%D1%85%D0%BC%D1%83%D1%80%D0%B0%D1%82""]"	"[""Муталип, Шахмурат Википедия https://ru.wikipedia.org › wiki""]"	true	2026-08-16T22:12:26Z
adilet	110	Мухамбедиев Муратбек Кайрсапиевич	1987	"""Мухамбедиев Муратбек Кайрсапиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:27Z
adilet	111	Муханбетжанова Алия Бигазиевна	1978	"""Муханбетжанова Алия Бигазиевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:29Z
adilet	113	Мұсылманбек Ерқанат Серікұлы	1992	"""Мұсылманбек Ерқанат Серікұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:31Z
adilet	114	Мырзағараев Мади Жомартұлы	1975	"""Мырзағараев Мади Жомартұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:33Z
adilet	115	Наимбекова Айжан Избасхановна	1972	"""Наимбекова Айжан Избасхановна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:35Z
adilet	116	Нарымбетов Бахадыр Мадалиевич	1972	"""Нарымбетов Бахадыр Мадалиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:36Z
adilet	117	Нахбаева Гүлісхан Сайфулинқызы	1991	"""Нахбаева Гүлісхан Сайфулинқызы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:38Z
adilet	118	Ниязалиев Нуржан Ауезович	1989	"""Ниязалиев Нуржан Ауезович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:40Z
adilet	119	Нургалиев Ербол Жолдаспекович	1975	"""Нургалиев Ербол Жолдаспекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:41Z
adilet	120	Нурмухамедов Бурихан Жолбарисович	1963	"""Нурмухамедов Бурихан Жолбарисович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:43Z
adilet	121	Осин Кирилл Владимирович	1986	"""Осин Кирилл Владимирович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:45Z
adilet	122	Оспанбеков Амирбек Канатбекович	1982	"""Оспанбеков Амирбек Канатбекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:47Z
adilet	124	Павленко Дмитрий Иванович	1971	"""Павленко Дмитрий Иванович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:49Z
adilet	129	Пулатов Шерзод Аббозович	1978	"""Пулатов Шерзод Аббозович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:50Z
adilet	130	Разбекова Ляззат Муратовна	1974	"""Разбекова Ляззат Муратовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:56Z
adilet	131	Рамазанова Наталья Сергеевна	1991	"""Рамазанова Наталья Сергеевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:12:58Z
adilet	132	Рахметова Айзада Нурлановна	1991	"""Рахметова Айзада Нурлановна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:00Z
adilet	134	Рымжанов Мади Рысбекович	1978	"""Рымжанов Мади Рысбекович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:02Z
adilet	135	Сабитова Айнур Алимхановна	1975	"""Сабитова Айнур Алимхановна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:04Z
adilet	138	Сагинов Замир Садыкович	1966	"""Сагинов Замир Садыкович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:05Z
adilet	142	Сапарова Эльмира Карифуллаевна	1978	"""Сапарова Эльмира Карифуллаевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:07Z
adilet	147	Скакова Айжан Амангельдиевна	1977	"""Скакова Айжан Амангельдиевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%90%D0%B9%D0%B6%D0%B0%D0%BD_%D0%90%D0%BC%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D0%B4%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0""]"	"[""Скакова, Айжан Амангельдиевна Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:13:09Z
adilet	149	Соловьёва Ирина Анатольевна	1970	"""Соловьёва Ирина Анатольевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%D1%8C%D1%91%D0%B2%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"", ""https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%D1%8C%D1%91%D0%B2%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0""]"	"[""Соловьёва, Ирина Анатольевна Википедия https://ru.wikipedia.org › wiki › С..."", ""Соловьёва, Ирина Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:13:11Z
adilet	150	Солтабаева Эльзира Ауесхановна	1982	"""Солтабаева Эльзира Ауесхановна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:13Z
adilet	151	Сулаймонова Русана Руслановна	1999	"""Сулаймонова Русана Руслановна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:14Z
adilet	153	Сулейменова Жулдыз Досбергеновна	1983	"""Сулейменова Жулдыз Досбергеновна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D0%B5%D0%B9%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%96%D1%83%D0%BB%D0%B4%D1%8B%D0%B7_%D0%94%D0%BE%D1%81%D0%B1%D0%B5%D1%80%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0""]"	"[""Сулейменова, Жулдыз Досбергеновна Википедия https://ru.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:13:16Z
adilet	154	Сүгірбай Аят Исатайұлы	1982	"""Сүгірбай Аят Исатайұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:18Z
adilet	155	Талаева Таттыгуль Жаксыбаевна	1967	"""Талаева Таттыгуль Жаксыбаевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:20Z
adilet	156	Талғатбекова Нұргүл Ахатқызы	2000	"""Талғатбекова Нұргүл Ахатқызы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:22Z
adilet	157	Тамабек Әбілхайыр Ғалымұлы	1994	"""Тамабек Әбілхайыр Ғалымұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:23Z
adilet	158	Тауан Мухамедкали Эдуардович	1987	"""Тауан Мухамедкали Эдуардович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:25Z
adilet	159	Темербаева Айжан Маратовна	1990	"""Темербаева Айжан Маратовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:27Z
adilet	161	Теңізбаев Нұрбақыт Молдахметұлы	1983	"""Теңізбаев Нұрбақыт Молдахметұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://kk.wikipedia.org/wiki/%D0%9D%D2%B1%D1%80%D0%B1%D0%B0%D2%9B%D1%8B%D1%82_%D0%9C%D0%BE%D0%BB%D0%B4%D0%B0%D1%85%D0%BC%D0%B5%D1%82%D2%B1%D0%BB%D1%8B_%D0%A2%D0%B5%D2%A3%D1%96%D0%B7%D0%B1%D0%B0%D0%B5%D0%B2""]"	"[""Нұрбақыт Молдахметұлы Теңізбаев Wikipedia https://kk.wikipedia.org › wiki""]"	true	2026-08-16T22:13:29Z
adilet	162	Теренченко Илья Сергеевич	1983	"""Теренченко Илья Сергеевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:30Z
adilet	163	Тлемисов Турарбек Тлемисович	1972	"""Тлемисов Турарбек Тлемисович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:32Z
adilet	164	Тойлыбаева Гулнар Кожагуловна	1967	"""Тойлыбаева Гулнар Кожагуловна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:34Z
adilet	166	Тоқшалық Ерлан Бейсенұлы	1977	"""Тоқшалық Ерлан Бейсенұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:36Z
adilet	171	Урисбаев Аббат Жангирханович	1981	"""Урисбаев Аббат Жангирханович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:37Z
adilet	173	Фазылжан Анар Мұратқызы	1974	"""Фазылжан Анар Мұратқызы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:39Z
adilet	174	Хаирова Асель Ануаровна	1972	"""Хаирова Асель Ануаровна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:42Z
adilet	175	Хайруллиев Мұса Қарашаұлы	1984	"""Хайруллиев Мұса Қарашаұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:43Z
adilet	176	Хайруллин Арман Габидуллаевич	1984	"""Хайруллин Арман Габидуллаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:45Z
adilet	178	Чинкисбаева Лаззат Алтынбековна	1977	"""Чинкисбаева Лаззат Алтынбековна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:47Z
adilet	179	Шагиртаев Имамзада Куанышбаевич	1969	"""Шагиртаев Имамзада Куанышбаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:49Z
adilet	180	Шалбаева Айгуль Дуйсеновна	1973	"""Шалбаева Айгуль Дуйсеновна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:52Z
adilet	183	Шермағанбет Мейрамбек Зинабдинұлы	1972	"""Шермағанбет Мейрамбек Зинабдинұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://kk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B9%D1%80%D0%B0%D0%BC%D0%B1%D0%B5%D0%BA_%D0%97%D0%B8%D0%BD%D0%B0%D0%B1%D0%B4%D0%B8%D0%BD%D2%B1%D0%BB%D1%8B_%D0%A8%D0%B5%D1%80%D0%BC%D0%B0%D2%93%D0%B0%D0%BD%D0%B1%D0%B5%D1%82""]"	"[""Мейрамбек Зинабдинұлы Шермағанбет Wikipedia https://kk.wikipedia.org › wiki""]"	true	2026-08-16T22:13:53Z
adilet	186	Юлдашев Мамирхан Муталибович	1979	"""Юлдашев Мамирхан Муталибович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:55Z
ak_zhol	3	Ахметжаев Даурен Хайруллаевич	1982	"""Ахметжаев Даурен Хайруллаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:57Z
ak_zhol	7	Белшер Нұрлан Тукмағанбетұлы	1973	"""Белшер Нұрлан Тукмағанбетұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:13:59Z
ak_zhol	16	Жалмуканова Лаззат Жумагуловна	1962	"""Жалмуканова Лаззат Жумагуловна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:01Z
ak_zhol	17	Жампиисов Рамазан Купесбаевич	1982	"""Жампиисов Рамазан Купесбаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:02Z
ak_zhol	20	Ибатуллина Эльмира Павловна	1974	"""Ибатуллина Эльмира Павловна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:04Z
ak_zhol	22	Исин Алибек Ерликович	1989	"""Исин Алибек Ерликович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:06Z
ak_zhol	23	Кабдыгалиева Мейрамгуль Кенжелагиевна	1977	"""Кабдыгалиева Мейрамгуль Кенжелагиевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:08Z
ak_zhol	24	Кайркан Азат Серикжанулы	1992	"""Кайркан Азат Серикжанулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:10Z
ak_zhol	25	Калинкин Анатолий Дмитриевич	1997	"""Калинкин Анатолий Дмитриевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:11Z
ak_zhol	26	Кинсфатер Артур Сергеевич	1995	"""Кинсфатер Артур Сергеевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:13Z
ak_zhol	31	Ли Юрий Виссарионович	1977	"""Ли Юрий Виссарионович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://ru.wikipedia.org/wiki/%D0%9B%D0%B8,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%92%D0%B8%D1%81%D1%81%D0%B0%D1%80%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87""]"	"[""Ли, Юрий Виссарионович Википедия https://ru.wikipedia.org › wiki › Л...""]"	true	2026-08-16T22:14:15Z
ak_zhol	33	Логутов Константин Николаевич	1981	"""Логутов Константин Николаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:17Z
ak_zhol	34	Малимов Бакдаулет Алиакбарович	1985	"""Малимов Бакдаулет Алиакбарович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:19Z
ak_zhol	35	Мендыханов Алим Болатулы	1994	"""Мендыханов Алим Болатулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:20Z
ak_zhol	36	Мергалиев Аскар Серикович	1981	"""Мергалиев Аскар Серикович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:22Z
ak_zhol	37	Микрюков Виктор Николаевич	1981	"""Микрюков Виктор Николаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:24Z
ak_zhol	39	Найзакулов Бауыржан Онланбекулы	1980	"""Найзакулов Бауыржан Онланбекулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:25Z
ak_zhol	44	Раманкулов Максат Базаралыевич	1974	"""Раманкулов Максат Базаралыевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:27Z
ak_zhol	50	Смагулов Рустем Сагадатович	1991	"""Смагулов Рустем Сагадатович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:29Z
ak_zhol	51	Сыздыков Саят Толегенулы	1977	"""Сыздыков Саят Толегенулы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:30Z
ak_zhol	52	Тастекей Дулат Тұрсынұлы	1982	"""Тастекей Дулат Тұрсынұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	"[""https://kk.wikipedia.org/wiki/%D0%94%D1%83%D0%BB%D0%B0%D1%82_%D0%A2%D2%B1%D1%80%D1%81%D1%8B%D0%BD%D2%B1%D0%BB%D1%8B_%D0%A2%D0%B0%D1%81%D1%82%D0%B5%D0%BA%D0%B5%D0%B9"", ""https://kk.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BB%D2%9B%D1%8B%D0%BB%D0%B0%D1%83:%D0%94%D1%83%D0%BB%D0%B0%D1%82_%D0%A2%D2%B1%D1%80%D1%81%D1%8B%D0%BD%D2%B1%D0%BB%D1%8B_%D0%A2%D0%B0%D1%81%D1%82%D0%B5%D0%BA%D0%B5%D0%B9"", ""https://kk.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D0%B5%D1%82:%D0%94%D1%83%D0%BB%D0%B0%D1%82_%D0%A2%D0%B0%D1%81%D1%82%D0%B5%D0%BA%D0%B5%D0%B9_2024_%D1%81%D1%83%D1%80%D0%B5%D1%82.jpg""]"	"[""Дулат Тұрсынұлы Тастекей Wikipedia https://kk.wikipedia.org › wiki"", ""Талқылау:Дулат Тұрсынұлы Тастекей Wikipedia https://kk.wikipedia.org › wiki › Т..."", ""Сурет:Дулат Тастекей 2024 сурет.jpg Wikipedia https://kk.wikipedia.org › wiki › С...""]"	true	2026-08-16T22:14:32Z
ak_zhol	53	Тлеужанов Ержан Хамитович	1989	"""Тлеужанов Ержан Хамитович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:34Z
ak_zhol	54	Тулебаев Исламбек Насруллаевич	1980	"""Тулебаев Исламбек Насруллаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:36Z
ak_zhol	60	Шардинов Бахтияр Ахметжанович	1972	"""Шардинов Бахтияр Ахметжанович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:37Z
ak_zhol	61	Шимиров Мухтар Аскарович	1982	"""Шимиров Мухтар Аскарович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:39Z
auyl	2	Абдижаппаров Жандос	1991	"""Абдижаппаров Жандос"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:41Z
auyl	6	Айтбаев Талгат Ергенович	1966	"""Айтбаев Талгат Ергенович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:43Z
auyl	9	Алтангадас Жанат	1983	"""Алтангадас Жанат"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:45Z
auyl	10	Ануарбеков Жакыпбек Жылкыбаевич	1983	"""Ануарбеков Жакыпбек Жылкыбаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:46Z
auyl	19	Бегалиева Захира Онгарбаевна	1971	"""Бегалиева Захира Онгарбаевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:48Z
auyl	21	Берікқожа Серікбол Қайратұлы	1991	"""Берікқожа Серікбол Қайратұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:50Z
auyl	22	Білеш Ерали Нұржанұлы	1999	"""Білеш Ерали Нұржанұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:52Z
auyl	24	Двуреченский Андрей Валентинович	1976	"""Двуреченский Андрей Валентинович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:54Z
auyl	30	Жолдығали Алшын Әділханұлы	1994	"""Жолдығали Алшын Әділханұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:55Z
auyl	34	Исмаилов Арман Оразалиевич	1974	"""Исмаилов Арман Оразалиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:57Z
auyl	38	Каримбаев Сейтжапар Ноянович	1972	"""Каримбаев Сейтжапар Ноянович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:14:59Z
auyl	40	Клишина Ольга Геннадьевна	1961	"""Клишина Ольга Геннадьевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:01Z
auyl	43	Қуатбаев Айбек Нурланұлы	1992	"""Қуатбаев Айбек Нурланұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:03Z
auyl	49	Нурбеков Болатжан Саймасаевич	1972	"""Нурбеков Болатжан Саймасаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:05Z
auyl	51	Омарова Гульназ Шинтуриновна	1973	"""Омарова Гульназ Шинтуриновна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:07Z
auyl	53	Разинков Александр Александрович	1982	"""Разинков Александр Александрович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:09Z
auyl	54	Райханова Динара Куанышевна	1979	"""Райханова Динара Куанышевна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:10Z
auyl	56	Рзаханов Максат Кикбаевич	1966	"""Рзаханов Максат Кикбаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:12Z
auyl	57	Савин Тимур Владимирович	1983	"""Савин Тимур Владимирович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:14Z
auyl	59	Саурыков Ерболат Байузакович	1971	"""Саурыков Ерболат Байузакович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:16Z
auyl	62	Сүйін Бейімбет Жұмабекұлы	1993	"""Сүйін Бейімбет Жұмабекұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:18Z
auyl	67	Турмухамбетова Анар Акылбековна	1969	"""Турмухамбетова Анар Акылбековна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:20Z
baitaq	1	Абдуалиева Айгуль Кадесовна	1974	"""Абдуалиева Айгуль Кадесовна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:22Z
baitaq	2	Айбеков Елдос Айбекұлы	1990	"""Айбеков Елдос Айбекұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:24Z
baitaq	6	Әмірова Шолпан Кеңесқызы	1983	"""Әмірова Шолпан Кеңесқызы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:26Z
baitaq	7	Байзаханов Аслан Адильханович	1988	"""Байзаханов Аслан Адильханович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:28Z
baitaq	8	Байтемиров Турсынбек Шерниязович	1967	"""Байтемиров Турсынбек Шерниязович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:30Z
baitaq	9	Баубек Нариман Асқарұлы	1982	"""Баубек Нариман Асқарұлы"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:32Z
baitaq	14	Джаппарова Ардак Сарсенбековна	1981	"""Джаппарова Ардак Сарсенбековна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:34Z
baitaq	17	Иманбаев Айдос Бейбитович	1981	"""Иманбаев Айдос Бейбитович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:36Z
baitaq	18	Кажиев Сериккан Ергалиевич	1967	"""Кажиев Сериккан Ергалиевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:37Z
baitaq	19	Каметов Бакыт Хабидуллаевич	1967	"""Каметов Бакыт Хабидуллаевич"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:39Z
baitaq	22	Кенжебекова Роза Темуркуловна	1971	"""Кенжебекова Роза Темуркуловна"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:41Z
baitaq	25	Кудеринов Мурат Тасбулатович	1977	"""Кудеринов Мурат Тасбулатович"" (site:ru.wikipedia.org OR site:kk.wikipedia.org)"	[]	[]	false	2026-08-16T22:15:43Z
