party_id	list_order	candidate_name	official_name_ru	official_name_kk	source_type	official_source_url	role_ru	role_kk	biography_ru	biography_kk	photo_source_url	facebook_url	instagram_url	match_score	match_margin	match_status	photo_status	r2_key	public_photo_url	asset_rights_note	collected_at
respublica	16	Бергенев Чингиз Адылгазыевич	 Бергенев Чингиз Адылгазыевич	 Бергенев Чингиз Адылгазыевич	PARTY_LEADERSHIP	https://api.respublica-partiyasy.kz/api/v1/party-leadership/9	Советник руководителя Центрального аппарата 	Орталық аппарат басшысының кеңесшісі	Бергенев Чингиз Адылгазиевич (родился 21 июня 1988 года) — советник руководителя Центрального аппарата партии Respublica. Окончил Восточно-Казахстанский государственный технический университет имени Д. Серикбаева по специальности «Финансы», имеет степень магистра менеджмента. Также получил юридическое образование в Казахском гуманитарно-юридическом инновационном университете и степень магистра государственного и местного управления в Академии государственного управления при Президенте Республики Казахстан. Трудовую деятельность начал в Центральном аппарате НДП «Нур Отан». В разные годы занимал ответственные должности в Министерстве обороны Республики Казахстан, Управлении делами Президента Республики Казахстан, Счетном комитете по контролю за исполнением республиканского бюджета, работал советником акима Восточно-Казахстанской области, руководителем офиса трансформации АО «Самрук-Энерго», помощником Министра общественного развития Республики Казахстан, а также в Администрации Президента Республики Казахстан.	Бергенев Чингиз Адылгазыевич (1988 жылғы 21 маусымда туған) – Respublica партиясының орталық аппараты басшысының кеңесшісі. Д. Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университетін «Қаржы» мамандығы бойынша тәмамдап, менеджмент магистрі дәрежесін алған. Сондай-ақ Қазақ гуманитарлық-заң инновациялық университетінде заңгер мамандығын игеріп, Қазақстан Республикасы Президенті жанындағы Мемлекеттік басқару академиясында мемлекеттік және жергілікті басқару мамандығы бойынша магистр дәрежесін иеленген. Еңбек жолында Қазақстан Республикасы Президенті Іс басқармасында, Есеп комитетінде, Шығыс Қазақстан облысы әкімінің кеңесшісі, «Самұрық-Энерго» АҚ трансформация офисінің жетекшісі, ҚР Қоғамдық даму министрінің көмекшісі және Қазақстан Республикасы Президенті Әкімшілігінде қызмет атқарған.	https://api.respublica-partiyasy.kz/uploads/leadership/135185de-24d6-4345-9f2c-88ced48743e7.jpeg			1.000	0.574	MATCHED	UPLOADED	candidates/respublica/16.jpg	https://assets.open-quryltai.org/candidates/respublica/16.jpg	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:34Z
respublica	17	Болысов Тохтар Коммунарович	Болысов Тохтар Коммунарович	Болысов Тохтар Коммунарович	PARTY_LEADERSHIP	https://api.respublica-partiyasy.kz/api/v1/party-leadership/25	Советник руководителя Центрального аппарата 	Орталық аппарат басшысының кеңесшісі	"Болысов Тохтар Коммунарович (родился 28 мая 1994 года) — советник руководителя Центрального аппарата партии Respublica. Родился в городе Алматы. Имеет высшее образование. Окончил Казахский университет международных отношений и мировых языков имени Абылай хана по специальности ""Маркетинг"", получил степень магистра экономики в Алматинском гуманитарно-экономическом университете, а также степень ""PhD"" в Карагандинском государственном университете имени Е.А. Букетова. Профессиональную деятельность начал в сфере молодежной политики. В 2013 году работал заместителем начальника отдела международных отношений и анализа Республиканской единой детско-юношеской организации ""Жас Ұлан"", позднее занимал должность заместителя председателя данной организации. В 2016–2018 годах работал заместителем исполнительного директора ""Конгресса молодежи Казахстана"", где занимался развитием молодежных инициатив, координацией общественных проектов и поддержкой молодежных организаций. В 2016–2018 годах возглавлял Республиканский штаб молодежных трудовых отрядов ""Жасыл ел"", реализуя проекты по вовлечению молодежи в трудовую и общественную деятельность. В 2018–2023 годах занимал должность исполнительного директора ""Конгресса молодежи Казахстана"", координировал деятельность организации, развитие молодежного движения и реализацию республиканских программ в сфере молодежной политики. С 2024 года является внештатным советником Министра науки и высшего образования Республики Казахстан, участвует в экспертной работе по вопросам развития образования, науки и поддержки молодежи. С 2026 года — советник руководителя Центрального аппарата партии ""Respublica"", где занимается вопросами общественных проектов, взаимодействия с молодежью и развитием партийных инициатив."	"Болысов Тохтар Коммунарович (1994 жылғы 28 мамырда туған) – Respublica партиясы Орталық аппараты басшысының кеңесшісі. Алматы қаласында дүниеге келген. Жоғары білімді маман. Абылай хан атындағы Қазақ халықаралық қатынастар және әлем тілдері университетін ""Маркетинг"" мамандығы бойынша тәмамдаған. Алматы гуманитарлық-экономикалық университетінде экономика магистрі дәрежесін алған, сондай-ақ Е.А. Бөкетов атындағы Қарағанды мемлекеттік университетінде ""PhD"" ғылыми дәрежесін иеленген. Еңбек жолын жастар саясаты саласында бастаған. 2013 жылы ""Жас Ұлан"" республикалық бірыңғай балалар мен жасөспірімдер ұйымында Халықаралық байланыстар және талдау бөлімінің бастығының орынбасары қызметін атқарған, кейін аталған ұйым төрағасының орынбасары болған. 2016–2018 жылдары ""Қазақстан Жастар Конгресі"" заңды тұлғалар бірлестігінде атқарушы директордың орынбасары қызметін атқарып, жастар бастамаларын дамыту, қоғамдық жобаларды үйлестіру және жастар ұйымдарын қолдау бағытында жұмыс жүргізді. Осы кезеңде ""Жасыл ел"" республикалық жастар еңбек жасақтары штабының жетекшісі қызметін атқарып, жастарды еңбекке және қоғамдық жұмыстарға тартуға бағытталған жобаларды жүзеге асырды. 2018–2023 жылдары ""Қазақстан Жастар Конгресінің"" атқарушы директоры қызметінде болып, жастар қозғалысын дамытуға және жастар саясаты саласындағы республикалық бағдарламаларды іске асыруға үлес қосты. 2024 жылдан бастап Қазақстан Республикасы Ғылым және жоғары білім министрінің штаттан тыс кеңесшісі болып, білім, ғылым және жастарды қолдау бағытындағы сараптамалық жұмыстарға қатысады. 2026 жылдан бастап ""Respublica"" партиясы Орталық аппараты басшысының кеңесшісі қызметін атқарып, қоғамдық жобалар, жастармен өзара байланыс және партиялық бастамаларды дамыту бағыттарында жұмыс жүргізуде."	https://api.respublica-partiyasy.kz/uploads/leadership/c79c7a37-f679-4928-8386-5c87b8d936fe.jpeg			1.000	0.465	MATCHED	UPLOADED	candidates/respublica/17.jpg	https://assets.open-quryltai.org/candidates/respublica/17.jpg	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:37Z
respublica	33	Искаков Жанат Маратович	Искаков Жанат Маратович	Ысқақов Жанат Маратұлы	PARTY_LEADERSHIP	https://api.respublica-partiyasy.kz/api/v1/party-leadership/4	Руководитель центрального аппарата партии	Партия орталық аппаратының басшысы	Искаков Жанат Маратович родился 14 июля 1977 года в городе Караганде. Имеет высшее образование. Получил образование в области экономики, права и государственного управления. В 1998 году окончил Карагандинский государственный университет имени академика Е.А. Букетова. В 2006 году получил степень бакалавра юриспруденции в Карагандинском экономическом университете Казпотребсоюза. В 2016 году окончил магистратуру Карагандинского государственного университета имени академика Е.А. Букетова, получив степень магистра экономических наук. Трудовую деятельность начал в 1999 году в системе акимата города Караганды, где работал в сферах экономики, промышленности и развития предпринимательства. В дальнейшем занимал должности в структурах, отвечающих за экономическое развитие и поддержку предпринимательства Карагандинской области, где приобрёл значительный опыт в реализации региональной социально-экономической политики. С 2002 года занимал ряд ответственных должностей в аппарате акима Карагандинской области. Работал в направлениях организационной и кадровой политики, анализа и мониторинга социальных программ, последовательно укрепляя управленческий опыт и профессиональные компетенции. В 2009 году был назначен заместителем акима города Караганды, где курировал вопросы социально-экономического развития города, реализации инфраструктурных проектов и повышения благосостояния населения. В последующем занимал должности советника акима Карагандинской области и заместителя руководителя аппарата акима области. В 2011–2013 годах занимал должность акима района имени Казыбек би города Караганды. В этот период руководил реализацией задач, направленных на социально-экономическое развитие района, совершенствование инфраструктуры и создание комфортной городской среды. С 2013 по 2020 годы возглавлял аппарат акима Карагандинской области, где осуществлял координацию деятельности государственных органов, совершенствование административного управления и повышение эффективности региональной системы управления. С 2020 года проходил службу в Администрации Президента Республики Казахстан в должности государственного инспектора, впоследствии занимал руководящие должности в структурах, курирующих вопросы государственного контроля и организационно-территориальной работы. В этот период принимал участие в совершенствовании системы государственного контроля, координации региональной политики и повышении эффективности государственного управления. С июля 2024 года по настоящее время занимает должность руководителя Центрального аппарата Общественного объединения «Партия Respublica». За заслуги перед государством награждён медалью «Ерен еңбегі үшін», орденом «Құрмет», а также рядом юбилейных медалей. Являясь профессиональным руководителем с многолетним опытом государственной службы, вносит значительный вклад в развитие региональной политики, реализацию государственных инициатив и совершенствование системы управления.	Ысқақов Жанат Маратұлы 1977 жылғы 14 шілдеде Қарағанды қаласында дүниеге келген. Жоғары білімді маман. Экономика, құқық және мемлекеттік басқару салалары бойынша білім алған. 1998 жылы академик Е.А.Бөкетов атындағы Қарағанды мемлекеттік университетін тәмамдаған. 2006 жылы Қазтұтынуодағы Қарағанды экономикалық университетінде «Құқықтану» бағыты бойынша білім алып, заң бакалавры дәрежесіне ие болды. 2016 жылы академик Е.А.Бөкетов атындағы Қарағанды мемлекеттік университетінде экономика ғылымдарының магистрі дәрежесін алды. Еңбек жолын 1999 жылы Қарағанды қаласы әкімдігі жүйесінде бастап, экономика, өнеркәсіп және кәсіпкерлікті дамыту салаларында қызмет атқарды. Кейін Қарағанды облысының экономика және кәсіпкерлікті дамыту құрылымдарында жұмыс істеп, өңірлік әлеуметтік-экономикалық саясатты іске асыру бағытында тәжірибе жинақтады. 2002 жылдан бастап Қарағанды облысы әкімдігі аппаратында түрлі жауапты қызметтер атқарды. Ұйымдастырушылық, кадрлық саясат, әлеуметтік бағдарламаларды талдау және мониторинг жүргізу бағыттарында еңбек етіп, басқарушылық тәжірибесін нығайтты. 2009 жылы Қарағанды қаласы әкімінің орынбасары қызметіне тағайындалып, қаланың әлеуметтік-экономикалық дамуы, инфрақұрылымдық жобалар және халықтың әлеуметтік әл-ауқатын арттыру мәселелерімен айналысты. Кейін Қарағанды облысы әкімі аппараты басшысының орынбасары және кеңесшісі қызметтерін атқарды. 2011–2013 жылдары Қарағанды қаласының Қазыбек би атындағы ауданының әкімі болып қызмет атқарды. Бұл кезеңде ауданның әлеуметтік-экономикалық дамуы, тұрғындарға қолайлы орта қалыптастыру және инфрақұрылымды жетілдіру бағытындағы жұмыстарға жетекшілік етті. 2013–2020 жылдары Қарағанды облысы әкімі аппаратының басшысы лауазымында өңірлік басқару жүйесінің тиімділігін арттыру, мемлекеттік органдардың қызметін үйлестіру және әкімшілік басқару сапасын жетілдіру бағытында жұмыс жүргізді. 2020 жылдан бастап Қазақстан Республикасы Президенті Әкімшілігінде мемлекеттік инспектор қызметін атқарып, кейін Мемлекеттік бақылау және ұйымдастыру-аумақтық жұмыс бағытындағы құрылымдарда басшылық лауазымдарды иеленді. Осы кезеңде мемлекеттік бақылау жүйесін жетілдіру, өңірлік саясатты үйлестіру және мемлекеттік басқару тиімділігін арттыру мәселелерімен айналысты. 2024 жылғы шілде айынан бастап қазіргі уақытта «Respublica» партиясы» қоғамдық бірлестігі Орталық аппаратының басшысы қызметін атқарып келеді. Мемлекет алдындағы еңбегі жоғары бағаланып, «Ерен еңбегі үшін» медалімен, «Құрмет» орденімен және бірқатар мерейтойлық медальдармен наградталған. Мемлекеттік басқару саласында көпжылдық тәжірибесі бар кәсіби басшы ретінде өңірлік даму, мемлекеттік саясатты іске асыру және ұйымдастырушылық басқару бағыттарында нәтижелі еңбек етіп келеді	https://api.respublica-partiyasy.kz/uploads/leadership/d0a59d74-9e7a-48d2-958f-6358d510b88a.jpg			1.000	0.383	MATCHED	UPLOADED	candidates/respublica/33.jpg	https://assets.open-quryltai.org/candidates/respublica/33.jpg	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:32Z
respublica	43	Куспеков Олжас Хайроллаевич	КУСПЕКОВ Олжас	ҚҰСПЕКОВ Олжас	PARTY_FRACTION	https://api.respublica-partiyasy.kz/api/v1/deputies	Член Комитета по международным делам, обороне и безопасности	Халықаралық істер, қорғаныс және қауіпсіздік комитетінің мүшесі			https://respublica-partiyasy.kz/img/uiLanding/fraction/banner-peoples/fraction-people-5.png	https://www.facebook.com/olzhas.kuspekov	https://www.instagram.com/kuspekov_olzhas/	1.000	0.300	MATCHED	UPLOADED	candidates/respublica/43.png	https://assets.open-quryltai.org/candidates/respublica/43.png	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:43Z
respublica	55	Наумова Динара Рустамовна	НАУМОВА Динара	НАУМОВА Динара	PARTY_FRACTION	https://api.respublica-partiyasy.kz/api/v1/deputies	Член Комитета по законодательству и судебно-правовой реформе	Заңнама және сот-құқықтық реформа комитетінің мүшесі			https://respublica-partiyasy.kz/img/uiLanding/fraction/banner-peoples/fraction-people-4.png	https://www.facebook.com/profile.php?id=100048126368212&mibextid=LQQJ4d	https://instagram.com/_naumova_dinara?igshid=NTc4MTIwNjQ2YQ==	1.000	0.267	MATCHED	UPLOADED	candidates/respublica/55.png	https://assets.open-quryltai.org/candidates/respublica/55.png	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:41Z
respublica	60	Смолякова Екатерина Сергеевна	СМОЛЯКОВА Екатерина	СМОЛЯКОВА Екатерина	PARTY_FRACTION	https://api.respublica-partiyasy.kz/api/v1/deputies	Член Комитета по социально-культурному развитию	Әлеуметтік-мәдени даму комитетінің мүшесі			https://respublica-partiyasy.kz/img/uiLanding/fraction/banner-peoples/fraction-people-7.png	https://www.facebook.com/EkaterinaS.Smolyakova?locale=ru_RU	https://www.instagram.com/ekaterina._smolyakova/	1.000	0.367	MATCHED	UPLOADED	candidates/respublica/60.png	https://assets.open-quryltai.org/candidates/respublica/60.png	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:45Z
respublica	66	Тау Нургул	ТАУ Нургуль	ТАУ Нұргүл	PARTY_FRACTION	https://api.respublica-partiyasy.kz/api/v1/deputies	Член Комитета по социально-культурному развитию	Әлеуметтік-мәдени даму комитетінің мүшесі			https://respublica-partiyasy.kz/img/uiLanding/fraction/banner-peoples/fraction-people-3.png	https://www.facebook.com/nurgul.ttt?mibextid=LQQJ4d	https://instagram.com/nurgul_tau?igshid=NTc4MTIwNjQ2YQ==	1.000	0.482	MATCHED	UPLOADED	candidates/respublica/66.png	https://assets.open-quryltai.org/candidates/respublica/66.png	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:39Z
respublica	68	Тогизбаева Айдана Кенбаевна	 Тогизбаева Айдана Кенбаевна	 Тогизбаева Айдана Кенбаевна	PARTY_LEADERSHIP	https://api.respublica-partiyasy.kz/api/v1/party-leadership/10	 Советник руководителя Центрального аппарата	Орталық аппарат басшысының кеңесшісі	Тогизбаева Айдана Кенбаевна родилась 3 марта 1990 года в городе Алматы. Имеет высшее образование в сфере экономики и бизнеса. В 2011 году окончила Евразийский национальный университет имени Л.Н. Гумилева по специальности «Финансы», в 2012 году там же получила степень магистра. В 2017–2019 годах прошла обучение по программе MBA в бизнес-школе City Business School (г. Москва). Трудовую деятельность начала в 2013 году в банковском секторе, занимая должность кредитного менеджера в АО «Kassa Nova». В дальнейшем приобрела опыт в сфере кадрового и организационного управления, работая HR-менеджером, а также занимая руководящие должности в компании «Alageum Electric». С 2018 года работает в системе Национальной палаты предпринимателей Республики Казахстан «Атамекен», где занимала руководящие должности в направлениях развития человеческого капитала, занятости, а также поддержки малого и женского предпринимательства. В этот период участвовала в реализации ряда проектов, направленных на развитие рынка труда и совершенствование предпринимательской экосистемы. Также принимала участие в международных образовательных проектах в качестве эксперта и выступала фасилитатором в рамках проекта Darya Европейского фонда образования (ETF). С 2025 года по настоящее время занимает должность советника руководителя Центрального аппарата Общественного объединения «Партия Respublica». Имеет значительный опыт в сфере развития человеческого капитала, политики занятости и реализации институциональных проектов, активно участвует в инициативах, направленных на социально-экономическое развитие страны.	Тогизбаева Айдана Кенбаевна 1990 жылғы 3 наурызда Алматы қаласында дүниеге келген. Жоғары білімді, экономика және бизнес саласының маманы. 2011 жылы Л.Н. Гумилев атындағы Еуразия ұлттық университетін «Қаржы» мамандығы бойынша бітіріп, 2012 жылы сол оқу орнында магистр дәрежесін алған. 2017–2019 жылдары Мәскеу қаласындағы City Business School бизнес мектебінде MBA бағдарламасынан өткен. Еңбек жолын 2013 жылы банк секторында бастап, «Kassa Nova» АҚ-да кредиттік менеджер қызметін атқарды. Кейін кадрлық және ұйымдастырушылық басқару саласында тәжірибе жинақтап, «Alageum Electric» компаниясында HR-менеджер және басшылық лауазымдарда жұмыс істеді. 2018 жылдан бастап Қазақстан Республикасының Ұлттық кәсіпкерлер палатасы «Атамекен» жүйесінде қызмет етіп, адами капиталды дамыту, жұмыспен қамту, шағын және әйелдер кәсіпкерлігін қолдау бағыттарында басшылық қызметтер атқарды. Осы кезеңде еңбек нарығын дамытуға және кәсіпкерлік экожүйені жетілдіруге бағытталған бірқатар жобалардың іске асырылуына қатысқан. Сонымен қатар халықаралық деңгейдегі білім беру жобаларында сарапшы ретінде жұмыс істеп, Еуропалық оқыту қорының (ETF) Darya жобасы аясында фасилитатор қызметін атқарды. 2025 жылдан бастап қазіргі уақытта «Respublica» партиясы» қоғамдық бірлестігі Орталық аппараты басшысының кеңесшісі қызметін атқарады. Адами капиталды дамыту, еңбек нарығы саясаты және институционалдық жобаларды іске асыру салаларында тәжірибесі мол кәсіби маман ретінде елдің әлеуметтік-экономикалық дамуына бағытталған бастамаларға белсенді түрде қатысады	https://api.respublica-partiyasy.kz/uploads/leadership/34c588a2-42d8-4d4f-ac0f-558d0cab180f.jpeg			1.000	0.390	MATCHED	UPLOADED	candidates/respublica/68.jpg	https://assets.open-quryltai.org/candidates/respublica/68.jpg	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:36Z
respublica	75	Ходжаназаров Айдарбек Асанович	Ходжаназаров Айдарбек Асанович	Қожаназаров Айдарбек Асанұлы	PARTY_LEADERSHIP	https://api.respublica-partiyasy.kz/api/v1/party-leadership/2	Председатель партии	Партия төрағасы	Айдарбек Асанович Кожаназаров родился 26 ноября 1983 года в Кызылординской области. Имеет высшее образование. В 2004 году окончил Казахский экономический университет имени Т. Рыскулова по специальности «Международная экономика». В 2006 году завершил обучение в Университете Данди (Шотландия), получив степень магистра в области управления нефтегазовыми проектами. Трудовую деятельность начал в финансовом и банковском секторе. В 2006–2009 годах занимал руководящие должности в БТА Банке, курируя направление исламского банкинга, а также возглавлял представительство банка в городе Дубай (ОАЭ). В 2009–2015 годах входил в руководящий состав группы компаний «APK Olzha Holding», где занимался вопросами стратегического развития и долгосрочного планирования холдинга. В 2015–2016 годах занимал должность заместителя председателя правления АО «Национальный управляющий холдинг «КазАгро». В 2016–2017 годах возглавлял правление АО «Социально-предпринимательская корпорация «Астана». В 2017–2019 годах являлся генеральным директором агропромышленной компании «Иволга-Холдинг». С 2019 по 2023 год занимал должность генерального директора группы компаний «Олжа Агро». С 2020 года является председателем Регионального совета Палаты предпринимателей Костанайской области, а также членом президиума Национальной палаты предпринимателей Республики Казахстан «Атамекен». С марта 2023 года — депутат Мажилиса Парламента Республики Казахстан VIII созыва, избран по партийному списку партии «Respublica». Является членом Комитета по аграрным вопросам Мажилиса. С января 2023 года занимает должность председателя партии «Respublica», а также является руководителем фракции партии в Мажилисе Парламента. Включён в рейтинг «50 самых влиятельных бизнесменов Казахстана» (Forbes Kazakhstan, 2023). Активно занимается спортом: возглавлял федерации триатлона, джиу-джитсу и грэпплинга Костанайской области, а также принимал участие в соревнованиях «Ironman». За вклад в государственную и общественную деятельность награждён медалью «Ерен еңбегі үшін» (2017), медалью «Народная благодарность» (2020), юбилейной медалью «30 лет Независимости Республики Казахстан» (2021) и орденом «Құрмет» (2022)	Айдарбек Асанұлы Қожаназаров 1983 жылғы 26 қарашада Қызылорда облысында дүниеге келген. Жоғары білімді. 2004 жылы Т. Рысқұлов атындағы Қазақ экономикалық университетін «Халықаралық экономика» мамандығы бойынша тәмамдаған. 2006 жылы Шотландиядағы Данди университетін бітіріп, мұнай-газ жобаларын басқару саласы бойынша магистр дәрежесін алған. Еңбек жолын қаржы және банк секторында бастап, 2006–2009 жылдары БТА Банкте исламдық банкинг бағыты бойынша басшылық қызметтер атқарды, сондай-ақ Дубай қаласындағы өкілдікті басқарды. 2009–2015 жылдары «APK Olzha Holding» компаниялар тобының басшылық құрамында болып, холдингтің стратегиялық дамуы мен ұзақмерзімді жоспарлау бағыттарына жетекшілік етті. 2015–2016 жылдары «ҚазАгро» ұлттық басқарушы холдингі» АҚ басқарма төрағасының орынбасары қызметін атқарды. 2016–2017 жылдары «Астана» әлеуметтік-кәсіпкерлік корпорациясы» ҰК» АҚ басқарма төрағасы болды. 2017–2019 жылдары «Иволга-Холдинг» агроөнеркәсіптік компаниясының бас директоры қызметін атқарды. 2019–2023 жылдары «Олжа Агро» компаниялар тобының бас директоры болып жұмыс істеді. 2020 жылдан бастап Қостанай облысы Кәсіпкерлер палатасы Өңірлік кеңесінің төрағасы, сондай-ақ Қазақстан Республикасының Ұлттық кәсіпкерлер палатасы «Атамекен» президиумының мүшесі болды. 2023 жылғы наурыздан бастап Қазақстан Республикасы Парламенті Мәжілісінің VIII шақырылым депутаты. «Respublica» партиясының партиялық тізімі бойынша сайланған. Мәжілістің Аграрлық мәселелер комитетінің мүшесі. 2023 жылғы қаңтардан бастап «Respublica» партиясының төрағасы, сондай-ақ Мәжілістегі партия фракциясының жетекшісі қызметін атқарады. «Қазақстанның ең ықпалды 50 бизнесмені» рейтингіне (Forbes Kazakhstan, 2023) енген. Спорт саласында да белсенді: триатлон, джиу-джитсу және грэпплинг федерацияларын басқарған, сондай-ақ «Ironman» жарыстарына қатысқан. Мемлекеттік және қоғамдық қызметтегі еңбегі үшін «Ерен еңбегі үшін» медалімен (2017), «Халық алғысы» медалімен (2020), «Қазақстан Тәуелсіздігіне 30 жыл» медалімен (2021) және «Құрмет» орденімен (2022) марапатталған.	https://api.respublica-partiyasy.kz/uploads/leadership/c1bb6814-830c-4c0b-b55d-4106773cfb1a.jpg			1.000	0.423	MATCHED	UPLOADED	candidates/respublica/75.jpg	https://assets.open-quryltai.org/candidates/respublica/75.jpg	Official Respublica party source; no separate image license declaration found.	2026-08-16T23:06:30Z
