party_id	list_order	candidate_name	parliament_deputy_id	official_name	party_fraction	committee	region	official_position	official_source_url	avatar_source_url	facebook_url	instagram_url	youtube_url	match_score	match_margin	match_status	photo_status	r2_key	public_photo_url	asset_rights_note	collected_at	primary_photo_status	primary_r2_key	primary_public_photo_url
ak_zhol	15	Еспаева Дания Мадиевна	4	ЕСПАЕВА Дания Мәдиқызы	"""Ақ жол"" Қазақстан демократиялық партиясының фракциясы"			Мәжіліс Төрағасының орынбасары	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/4/2024-01-16/%D0%95%D1%81%D0%BF%D0%B0%D0%B5%D0%B2%D0%B0_%D0%94%D0%B0%D0%BD%D0%B8%D1%8F_%D0%9C%D0%B0%D0%B4%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0_20232.JPG	https://www.facebook.com/profile.php?id=100013009833870	https://www.instagram.com/daniya_yespayeva/		0.925	0.337	MATCHED	UPLOADED	candidates/ak_zhol/15/parliament.jpg	https://assets.open-quryltai.org/candidates/ak_zhol/15/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:41Z	SKIPPED_EXISTING_PHOTO		
ak_zhol	21	Иса Қазыбек Жарылқасынұлы	51	ИСА Қазыбек Жарылқасынұлы	"""Ақ жол"" Қазақстан демократиялық партиясының фракциясы"	Әлеуметтік-мәдени даму комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/51/2024-01-23/%D0%98%D1%81%D0%B0_%D2%9A%D0%B0%D0%B7%D1%8B%D0%B1%D0%B5%D0%BA_%D0%96%D0%B0%D1%80%D1%8B%D0%BB%D2%9B%D0%B0%D1%81%D1%8B%D0%BD%D2%B1%D0%BB%D1%8B_2023_22.JPG	https://www.facebook.com/kazybek.isa			1.000	0.371	MATCHED	UPLOADED	candidates/ak_zhol/21/parliament.jpg	https://assets.open-quryltai.org/candidates/ak_zhol/21/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:43Z	SKIPPED_EXISTING_PHOTO		
ak_zhol	40	Нуралдинов Олжас Ельтайулы	1971	НҰРАЛДИНОВ Олжас Елтайұлы	"""Ақ жол"" Қазақстан демократиялық партиясының фракциясы"	Қаржы және бюджет комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/1971/2025-09-05/%D0%9D%D1%83%D1%80%D0%B0%D0%BB%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2_%D0%9E%D0%BB%D0%B6%D0%B0%D1%81_%D0%95%D0%BB%D1%8C%D1%82%D0%B0%D0%B9%D1%83%D0%BB%D1%8B_2025_22.JPG				1.000	0.388	MATCHED	UPLOADED	candidates/ak_zhol/40/parliament.jpg	https://assets.open-quryltai.org/candidates/ak_zhol/40/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:45Z	SKIPPED_EXISTING_PHOTO		
ak_zhol	42	Перуашев Азат Турлыбекулы	1698	ПЕРУАШЕВ Азат Тұрлыбекұлы	"""Ақ жол"" Қазақстан демократиялық партиясының фракциясы"	Экономикалық реформа және өңірлік даму комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/None/2024-04-02/%D0%9F%D0%B5%D1%80%D1%83%D0%B0%D1%88%D0%B5%D0%B2_%D0%90%D0%B7%D0%B0%D1%82_%D0%A2%D1%83%D1%80%D0%BB%D1%8B%D0%B1%D0%B5%D0%BA%D1%83%D0%BB%D1%8B_22.JPG				1.000	0.472	MATCHED	UPLOADED	candidates/ak_zhol/42/parliament.jpg	https://assets.open-quryltai.org/candidates/ak_zhol/42/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:50Z	SKIPPED_EXISTING_PHOTO		
npk	53	Нұралин Асылбек Жамашұлы	1963	НҰРАЛИН Асылбек Жамашұлы	Қазақстан Халық партиясының фракциясы	Әлеуметтік-мәдени даму комитеті	Ақмола облысы	Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/1963/2025-01-30/%D0%9D%D1%83%D1%80%D0%B0%D0%BB%D0%B8%D0%BD_%D0%90%D1%81%D1%8B%D0%BB%D0%B1%D0%B5%D0%BA_%D0%96%D0%B0%D0%BC%D0%B0%D1%88%D1%83%D0%BB%D1%8B_2025_22.JPG				1.000	0.388	MATCHED	PRUNED_DUPLICATE_OF_PRIMARY			Alternative object deleted as byte-identical to the primary photo; see primary_r2_key.	2026-08-16T23:33:52Z	PROMOTED	candidates/npk/53.jpg	https://assets.open-quryltai.org/candidates/npk/53.jpg
npk	61	Сейтжан Кенжеғұл Социалұлы	90	Сейтжан Кенжеғұл Социалұлы	Қазақстан Халық партиясының фракциясы	Экология мәселелері және табиғат пайдалану комитеті	Қостанай облысы	Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/90/2024-01-23/%D0%A1%D0%B5%D0%B8%D1%82%D0%B6%D0%B0%D0%BD_%D0%9A%D0%B5%D0%BD%D0%B6%D0%B5%D2%93%D1%83%D0%BB_%D0%A1%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D2%B1%D0%BB%D1%8B_2023_22.JPG	https://www.facebook.com/profile.php?id=100009633336647	https://www.instagram.com/kenzhegulseitzhan/		1.000	0.478	MATCHED	PRUNED_DUPLICATE_OF_PRIMARY			Alternative object deleted as byte-identical to the primary photo; see primary_r2_key.	2026-08-16T23:33:56Z	PROMOTED	candidates/npk/61.jpg	https://assets.open-quryltai.org/candidates/npk/61.jpg
npk	63	Смирнова Ирина Владимировна	93	СМИРНОВА Ирина Владимировна	Қазақстан Халық партиясының фракциясы	Қаржы және бюджет комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/93/2024-01-23/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B2%D0%B0_%D0%98%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0_2016_22.JPG	https://www.facebook.com/profile.php?id=100001708235688			1.000	0.461	MATCHED	PRUNED_DUPLICATE_OF_PRIMARY			Alternative object deleted as byte-identical to the primary photo; see primary_r2_key.	2026-08-16T23:33:58Z	PROMOTED	candidates/npk/63.jpg	https://assets.open-quryltai.org/candidates/npk/63.jpg
npk	65	Сұңқар Ислам Еркінұлы	97	СҰҢҚАР Ислам Еркінұлы	Қазақстан Халық партиясының фракциясы	Аграрлық мәселелер комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/97/2024-01-23/%D0%A1%D2%B1%D2%A3%D2%9B%D0%B0%D1%80_%D0%98%D1%81%D0%BB%D0%B0%D0%BC_%D0%95%D1%80%D0%BA%D1%96%D0%BD%D2%B1%D0%BB%D1%8B_2023_22.JPG	https://www.facebook.com/islamsunkarov	https://www.instagram.com/islam_sunkar?fbclid=IwAR0Iiy03yYWawEXp7PJX4Nk8-Mc2hLxfutrvszbL8BduXTRrQUmao9myBYI		1.000	0.542	MATCHED	PRUNED_DUPLICATE_OF_PRIMARY			Alternative object deleted as byte-identical to the primary photo; see primary_r2_key.	2026-08-16T23:34:01Z	PROMOTED	candidates/npk/65.jpg	https://assets.open-quryltai.org/candidates/npk/65.jpg
osdp	8	Ауесбаев Нурлан Сатыбалдиевич	1683	ӘУЕСБАЕВ Нұрлан Сатыбалдыұлы	Жалпыұлттық социал-демократиялық партиясының фракциясы	Әлеуметтік-мәдени даму комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/None/2024-04-02/%D0%90%D1%83%D0%B5%D1%81%D0%B1%D0%B0%D0%B5%D0%B2_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD_%D0%A1%D0%B0%D1%82%D1%8B%D0%B1%D0%B0%D0%BB%D0%B4%D0%B8%D0%B5%D0%B2%D0%B8%D1%87_2023_22.JPG	https://www.facebook.com/profile.php?id=100011211277071&mibextid=ZbWKwL	https://www.instagram.com/nurlan_auesbaev?igsh=d3ZsYWdrZ2l1c3R4		0.942	0.340	MATCHED	UPLOADED	candidates/osdp/8/parliament.jpg	https://assets.open-quryltai.org/candidates/osdp/8/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:34:04Z	SKIPPED_EXISTING_PHOTO		
osdp	28	Рахимжанов Асхат Нурмагамбетович	77	Рақымжанов Асхат Нұрмағамбетұлы	Жалпыұлттық социал-демократиялық партиясының фракциясы	Халықаралық істер, қорғаныс және қауіпсіздік комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/77/2024-01-23/%D0%A0%D0%B0%D1%85%D0%B8%D0%BC%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2_%D0%90%D1%81%D1%85%D0%B0%D1%82_%D0%9D%D1%83%D1%80%D0%BC%D0%B0%D0%B3%D0%B0%D0%BC%D0%B1%D0%B5%D1%82%D0%BE%D0%B2%D0%B8%D1%87_2023_22.JPG	https://www.facebook.com/ashaastan	https://www.instagram.com/rakhimzhanov.official/		0.860	0.236	MATCHED	UPLOADED	candidates/osdp/28/parliament.jpg	https://assets.open-quryltai.org/candidates/osdp/28/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:34:07Z	SKIPPED_EXISTING_PHOTO		
osdp	29	Сагандыкова Ажар Бахитовна	1699	САГАНДЫКОВА Ажар Бахытқызы	Жалпыұлттық социал-демократиялық партиясының фракциясы	Экология мәселелері және табиғат пайдалану комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/None/2024-04-02/%D0%A1%D0%B0%D0%B3%D0%B0%D0%BD%D0%B4%D1%8B%D0%BA%D0%BE%D0%B2%D0%B0_%D0%90%D0%B6%D0%B0%D1%80_%D0%91%D0%B0%D1%85%D0%B8%D1%82%D0%BE%D0%B2%D0%BD%D0%B0_2023_22.JPG				0.917	0.387	MATCHED	UPLOADED	candidates/osdp/29/parliament.jpg	https://assets.open-quryltai.org/candidates/osdp/29/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:34:10Z	SKIPPED_EXISTING_PHOTO		
osdp	30	Сайлаубай Наурыз Саятұлы	85	САЙЛАУБАЙ Наурыз Саятұлы	Жалпыұлттық социал-демократиялық партиясының фракциясы	Қаржы және бюджет комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/85/2024-01-23/%D0%A1%D0%B0%D0%B8%D0%BB%D0%B0%D1%83%D0%B1%D0%B0%D0%B8_%D0%9D%D0%B0%D1%83%D1%80%D1%8B%D0%B7_%D0%A1%D0%B0%D1%8F%D1%82%D2%B1%D0%BB%D1%8B_2023_22.JPG	https://www.facebook.com/sailaybai.nauryz	https://www.instagram.com/sailaybai.nauryz/		1.000	0.467	MATCHED	PRUNED_DUPLICATE_OF_PRIMARY			Alternative object deleted as byte-identical to the primary photo; see primary_r2_key.	2026-08-16T23:34:12Z	PROMOTED	candidates/osdp/30.jpg	https://assets.open-quryltai.org/candidates/osdp/30.jpg
respublica	43	Куспеков Олжас Хайроллаевич	63	ҚҰСПЕКОВ Олжас Хайроллаұлы	"""Respublica"" партиясының фракциясы"	Халықаралық істер, қорғаныс және қауіпсіздік комитеті	Қарағанды облысы	Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/63/2024-01-23/%D0%9A%D1%83%D1%81%D0%BF%D0%B5%D0%BA%D0%BE%D0%B2_%D0%9E%D0%BB%D0%B6%D0%B0%D1%81_%D0%A5%D0%B0%D0%B8%D1%80%D0%BE%D0%BB%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87_2023_22.JPG	https://www.facebook.com/olzhas.kuspekov	https://www.instagram.com/kuspekov_olzhas/		0.950	0.338	MATCHED	UPLOADED	candidates/respublica/43/parliament.jpg	https://assets.open-quryltai.org/candidates/respublica/43/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:21Z	SKIPPED_EXISTING_PHOTO		
respublica	55	Наумова Динара Рустамовна	73	НАУМОВА Динара Рустамқызы	"""Respublica"" партиясының фракциясы"	Заңнама және сот-құқықтық реформа комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/73/2024-12-10/%D0%9D%D0%B0%D1%83%D0%BC%D0%BE%D0%B2%D0%B0_%D0%94%D0%B8%D0%BD%D0%B0%D1%80%D0%B0_%D0%A0%D1%83%D1%81%D1%82%D0%B0%D0%BC%D0%BE%D0%B2%D0%BD%D0%B0_2024_22.JPG	https://www.facebook.com/profile.php?id=100048126368212	https://www.instagram.com/_naumova_dinara/		0.940	0.401	MATCHED	UPLOADED	candidates/respublica/55/parliament.jpg	https://assets.open-quryltai.org/candidates/respublica/55/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:24Z	SKIPPED_EXISTING_PHOTO		
respublica	60	Смолякова Екатерина Сергеевна	1964	СМОЛЯКОВА Екатерина Сергеевна	"""Respublica"" партиясының фракциясы"	Әлеуметтік-мәдени даму комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/None/2025-04-01/%D0%A1%D0%BC%D0%BE%D0%BB%D1%8F%D0%BA%D0%BE%D0%B2%D0%B0_%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0_2025_32.JPG				1.000	0.250	MATCHED	UPLOADED	candidates/respublica/60/parliament.jpg	https://assets.open-quryltai.org/candidates/respublica/60/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:27Z	SKIPPED_EXISTING_PHOTO		
respublica	66	Тау Нургул	100	ТАУ Нұргүл None	"""Respublica"" партиясының фракциясы"	Әлеуметтік-мәдени даму комитеті		Комитет хатшысы	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/100/2024-01-23/%D0%A2%D0%B0%D1%83_%D0%9D%D1%83%D1%80%D0%B3%D1%83%D0%BB_2023_22.JPG	https://www.facebook.com/nurgul.ttt	https://www.instagram.com/nurgul_tau/		1.000	0.433	MATCHED	UPLOADED	candidates/respublica/66/parliament.jpg	https://assets.open-quryltai.org/candidates/respublica/66/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:31Z	SKIPPED_EXISTING_PHOTO		
respublica	75	Ходжаназаров Айдарбек Асанович	1702	ҚОЖАНАЗАРОВ Айдарбек Асанұлы	"""Respublica"" партиясының фракциясы"	Аграрлық мәселелер комитеті		Комитет мүшесі	https://mazhilis.parlam.kz/api/core/deputies/by-alphabet/	https://mazhilis.parlam.kz/media/deputy_avatars/None/2024-04-02/%D0%A5%D0%BE%D0%B4%D0%B6%D0%B0%D0%BD%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2_%D0%90%D0%B8%D0%B4%D0%B0%D1%80%D0%B1%D0%B5%D0%BA_%D0%90%D1%81%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_2023_22.JPG				0.859	0.279	MATCHED	UPLOADED	candidates/respublica/75/parliament.jpg	https://assets.open-quryltai.org/candidates/respublica/75/parliament.jpg	Official Mazhilis directory source; no separate image license declaration found.	2026-08-16T23:33:34Z	SKIPPED_EXISTING_PHOTO		
