party_id	list_order	candidate_name	birth_year	wiki_language	page_id	page_title	page_url	wikidata_id	verification_status	evidence	country_context	current_extract	verified_at
osdp	28	Рахимжанов Асхат Нурмагамбетович	1983	ru	11297583	Рахимжанов, Асхат Нурмагамбетович	https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%85%D0%B8%D0%BC%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%90%D1%81%D1%85%D0%B0%D1%82_%D0%9D%D1%83%D1%80%D0%BC%D0%B0%D0%B3%D0%B0%D0%BC%D0%B1%D0%B5%D1%82%D0%BE%D0%B2%D0%B8%D1%87	Q100429767	VERIFIED	exact-current-title,birth-year-match,country-context:kazakhstan	KAZAKHSTAN	Асхат Нурмагамбетович Рахимжанов (каз. Асхат Нұрмағамбетұлы Рақымжанов, род. 10 июня 1983) — казахстанский государственный деятель, депутат, член Комитета по международным делам, обороне и безопасности Мажилиса Парламента Республики Казахстан VIII созыва с 2023 до до упразднения Парламента в 2026 году. Председатель Общенациональной социал-демократической партии.	2026-08-16T22:26:05Z
osdp	29	Сагандыкова Ажар Бахитовна	1971	ru	11334351	Сагандыкова, Ажар Бахитовна	https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B3%D0%B0%D0%BD%D0%B4%D1%8B%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%90%D0%B6%D0%B0%D1%80_%D0%91%D0%B0%D1%85%D0%B8%D1%82%D0%BE%D0%B2%D0%BD%D0%B0	Q137383873	VERIFIED	exact-current-title,birth-year-match,country-context:kazakhstan	KAZAKHSTAN	Ажар Бахитовна Сагандыкова (каз. Ажар Бақытқызы Сағандықова; род. 16 августа 1971, Павлодар) — казахстанский государственный деятель. Депутат Мажилиса Парламента Республики Казахстан VIII созыва от «Общенациональной социал-демократической партии» с 2023 до упразднения Парламента в 2026 году.	2026-08-16T22:26:05Z
osdp	30	Сайлаубай Наурыз Саятұлы	1994	ru	11356624	Сайлаубай, Наурыз Саятулы	https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B9%D0%BB%D0%B0%D1%83%D0%B1%D0%B0%D0%B9,_%D0%9D%D0%B0%D1%83%D1%80%D1%8B%D0%B7_%D0%A1%D0%B0%D1%8F%D1%82%D1%83%D0%BB%D1%8B	Q138609495	NEEDS_REVIEW	birth-year-match,country-context:kazakhstan	KAZAKHSTAN	Науры́з Сая́тович Сайлауба́й (каз. Наурыз Саятұлы Сайлаубай; род. 4 марта 1994, село Кокжайдак, Аксуский район, Алматинская область, Казахстан) — казахстанский общественный деятель. Депутат Мажилиса Парламента Казахстана с 2023 до упразднения Парламента в 2026 году.	2026-08-16T22:26:06Z
adilet	2	Абенов Мурат Абдуламитович	1965	ru	3894723	Абенов, Мурат Абдуламитович	https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2,_%D0%9C%D1%83%D1%80%D0%B0%D1%82_%D0%90%D0%B1%D0%B4%D1%83%D0%BB%D0%B0%D0%BC%D0%B8%D1%82%D0%BE%D0%B2%D0%B8%D1%87	Q4054687	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:07Z
adilet	2	Абенов Мурат Абдуламитович	1965	ru	3894794	Абенов	https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B5%D0%BD%D0%BE%D0%B2	Q18510535	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:08Z
adilet	4	Авершин Константин Викторович	1976	ru	9270016	Авершин, Константин Викторович	https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B5%D1%80%D1%88%D0%B8%D0%BD,_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87	Q112991657	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:08Z
adilet	4	Авершин Константин Викторович	1976	kk	709022	Константин Викторович Авершин	https://kk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87_%D0%90%D0%B2%D0%B5%D1%80%D1%88%D0%B8%D0%BD	Q112991657	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:09Z
adilet	8	Адамбеков Тилектес Серикбайулы	1989	ru	8679781	Адамбеков, Тилектес Серикбайулы	https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B0%D0%BC%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2,_%D0%A2%D0%B8%D0%BB%D0%B5%D0%BA%D1%82%D0%B5%D1%81_%D0%A1%D0%B5%D1%80%D0%B8%D0%BA%D0%B1%D0%B0%D0%B9%D1%83%D0%BB%D1%8B	Q105692468	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:10Z
adilet	9	Аймагамбетов Асхат Канатович	1982	ru	7923633	Аймагамбетов, Асхат Канатович	https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%BC%D0%B0%D0%B3%D0%B0%D0%BC%D0%B1%D0%B5%D1%82%D0%BE%D0%B2,_%D0%90%D1%81%D1%85%D0%B0%D1%82_%D0%9A%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87	Q65129668	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:10Z
adilet	9	Аймагамбетов Асхат Канатович	1982	ru	7918762	Аймагамбетов	https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%BC%D0%B0%D0%B3%D0%B0%D0%BC%D0%B1%D0%B5%D1%82%D0%BE%D0%B2	Q65130550	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:11Z
adilet	12	Алтай Абай	1991	ru	7833458	Абай (Республика Алтай)	https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B0%D0%B9_(%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0_%D0%90%D0%BB%D1%82%D0%B0%D0%B9)	Q18364314	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:12Z
adilet	13	Амантай Жаркынбек	1988	ru	11313694	Амантай, Жаркынбек	https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B0%D0%BD%D1%82%D0%B0%D0%B9,_%D0%96%D0%B0%D1%80%D0%BA%D1%8B%D0%BD%D0%B1%D0%B5%D0%BA	Q136996072	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:12Z
adilet	33	Басин Вадим Борисович	1962	ru	8616349	Басин, Вадим Борисович	https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%81%D0%B8%D0%BD,_%D0%92%D0%B0%D0%B4%D0%B8%D0%BC_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87	Q105822118	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:13Z
adilet	34	Батырбеков Эрлан Гадлетович	1961	ru	7741135	Батырбеков, Эрлан Гадлетович	https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%82%D1%8B%D1%80%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2,_%D0%AD%D1%80%D0%BB%D0%B0%D0%BD_%D0%93%D0%B0%D0%B4%D0%BB%D0%B5%D1%82%D0%BE%D0%B2%D0%B8%D1%87	Q60838161	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:14Z
adilet	34	Батырбеков Эрлан Гадлетович	1961	ru	7840244	Батырбеков	https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%82%D1%8B%D1%80%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2	Q65156920	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:14Z
adilet	36	Башимов Марат Советович	1966	ru	10981534	Башимов, Марат Советович	https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%88%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%9C%D0%B0%D1%80%D0%B0%D1%82_%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%D0%B8%D1%87	Q133797759	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:15Z
adilet	40	Бекназаров Нурлан Кудиярович	1964	ru	8009103	Бекназаров, Нурлан Кудиярович	https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BA%D0%BD%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2,_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD_%D0%9A%D1%83%D0%B4%D0%B8%D1%8F%D1%80%D0%BE%D0%B2%D0%B8%D1%87	Q70253224	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:16Z
adilet	46	Больгерт Евгений Андреевич	1984	ru	11220048	Больгерт, Евгений Андреевич	https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D0%B3%D0%B5%D1%80%D1%82,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87	Q136816523	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:17Z
adilet	49	Годунова Наталья Николаевна	1972	kk	733197	Наталья Николаевна Годунова	https://kk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D1%8F_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%BD%D0%B0_%D0%93%D0%BE%D0%B4%D1%83%D0%BD%D0%BE%D0%B2%D0%B0		NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:17Z
adilet	54	Дәдебай Айбек Арқабайұлы	1980	kk	696570	Айбек Арқабайұлы Дәдебай	https://kk.wikipedia.org/wiki/%D0%90%D0%B9%D0%B1%D0%B5%D0%BA_%D0%90%D1%80%D2%9B%D0%B0%D0%B1%D0%B0%D0%B9%D2%B1%D0%BB%D1%8B_%D0%94%D3%99%D0%B4%D0%B5%D0%B1%D0%B0%D0%B9	Q116873624	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:18Z
adilet	59	Дулатбеков Нурлан Орынбасарович	1962	ru	2399627	Дулатбеков, Нурлан Орынбасарович	https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%BB%D0%B0%D1%82%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2,_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD_%D0%9E%D1%80%D1%8B%D0%BD%D0%B1%D0%B0%D1%81%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87	Q4170429	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:19Z
adilet	63	Ералиев Магжан Абзалович	1989	ru	5891329	Ералиев, Абзал Жумашович	https://ru.wikipedia.org/wiki/%D0%95%D1%80%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2,_%D0%90%D0%B1%D0%B7%D0%B0%D0%BB_%D0%96%D1%83%D0%BC%D0%B0%D1%88%D0%BE%D0%B2%D0%B8%D1%87	Q20482521	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:19Z
adilet	74	Закиева Динара Болатовна	1982	ru	9217160	Закиева, Динара Болатовна	https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%B8%D0%B5%D0%B2%D0%B0,_%D0%94%D0%B8%D0%BD%D0%B0%D1%80%D0%B0_%D0%91%D0%BE%D0%BB%D0%B0%D1%82%D0%BE%D0%B2%D0%BD%D0%B0	Q112992906	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:20Z
adilet	75	Зенченко Геннадий Геннадьевич	1964	ru	10959445	Зенченко, Геннадий Геннадьевич	https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%B8%D1%87	Q133797589	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:21Z
adilet	75	Зенченко Геннадий Геннадьевич	1964	ru	4791450	Зенченко, Геннадий	https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9		NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:22Z
adilet	75	Зенченко Геннадий Геннадьевич	1964	ru	2510204	Зенченко, Геннадий Иванович	https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87	Q4191470	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:22Z
adilet	77	Имашева Снежанна Валерьевна	1981	ru	11248067	Имашева, Снежанна Валерьевна	https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%B0%D1%88%D0%B5%D0%B2%D0%B0,_%D0%A1%D0%BD%D0%B5%D0%B6%D0%B0%D0%BD%D0%BD%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0	Q136816781	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:23Z
adilet	81	Кайдарова Диляра Радиковна	1967	ru	8873811	Кайдарова, Диляра Радиковна	https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B9%D0%B4%D0%B0%D1%80%D0%BE%D0%B2%D0%B0,_%D0%94%D0%B8%D0%BB%D1%8F%D1%80%D0%B0_%D0%A0%D0%B0%D0%B4%D0%B8%D0%BA%D0%BE%D0%B2%D0%BD%D0%B0	Q109492781	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:24Z
adilet	83	Калыков Арман Кобыландынович	1973	ru	10984491	Калыков, Арман Кобыландынович	https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8B%D0%BA%D0%BE%D0%B2,_%D0%90%D1%80%D0%BC%D0%B0%D0%BD_%D0%9A%D0%BE%D0%B1%D1%8B%D0%BB%D0%B0%D0%BD%D0%B4%D1%8B%D0%BD%D0%BE%D0%B2%D0%B8%D1%87	Q133797819	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:24Z
adilet	86	Карин Ерлан Тынымбайұлы	1976	ru	3544869	Карин, Ерлан Тынымбайулы	https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B8%D0%BD,_%D0%95%D1%80%D0%BB%D0%B0%D0%BD_%D0%A2%D1%8B%D0%BD%D1%8B%D0%BC%D0%B1%D0%B0%D0%B9%D1%83%D0%BB%D1%8B	Q4215062	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:25Z
adilet	88	Кәрібек Дәулет Жамаубайұлы	1990	kk	760436	Дәулет Жамаубайұлы Кәрібек	https://kk.wikipedia.org/wiki/%D0%94%D3%99%D1%83%D0%BB%D0%B5%D1%82_%D0%96%D0%B0%D0%BC%D0%B0%D1%83%D0%B1%D0%B0%D0%B9%D2%B1%D0%BB%D1%8B_%D0%9A%D3%99%D1%80%D1%96%D0%B1%D0%B5%D0%BA		NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:26Z
adilet	90	Кенжеханұлы Рауан	1979	kk	666293	Рауан Кенжеханұлы	https://kk.wikipedia.org/wiki/%D0%A0%D0%B0%D1%83%D0%B0%D0%BD_%D0%9A%D0%B5%D0%BD%D0%B6%D0%B5%D1%85%D0%B0%D0%BD%D2%B1%D0%BB%D1%8B	Q17525059	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:26Z
adilet	94	Кожаев Марат Шадетханович	1964	ru	11219211	Кожаев, Марат Шадетханович	https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B6%D0%B0%D0%B5%D0%B2,_%D0%9C%D0%B0%D1%80%D0%B0%D1%82_%D0%A8%D0%B0%D0%B4%D0%B5%D1%82%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87	Q136816517	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:27Z
adilet	95	Кожаниязов Серик Салаватович	1965	ru	11014227	Кожаниязов, Серик Салаватович	https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B6%D0%B0%D0%BD%D0%B8%D1%8F%D0%B7%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B8%D0%BA_%D0%A1%D0%B0%D0%BB%D0%B0%D0%B2%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87	Q133798104	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:28Z
adilet	99	Кучинская Юлия Владимировна	1982	ru	10177220	Кучинская, Юлия Владимировна	https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%87%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%AE%D0%BB%D0%B8%D1%8F_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0	Q120277711	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:29Z
adilet	100	Қамзабекұлы Дихан	1966	kk	43187	Дихан Қамзабекұлы	https://kk.wikipedia.org/wiki/%D0%94%D0%B8%D1%85%D0%B0%D0%BD_%D2%9A%D0%B0%D0%BC%D0%B7%D0%B0%D0%B1%D0%B5%D0%BA%D2%B1%D0%BB%D1%8B	Q4211543	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:29Z
adilet	103	Лаврентьев Андрей Сергеевич	1979	ru	4624377	Лаврентьев, Андрей Сергеевич	https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B2%D1%80%D0%B5%D0%BD%D1%82%D1%8C%D0%B5%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87	Q15070876	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:30Z
adilet	103	Лаврентьев Андрей Сергеевич	1979	ru	4748385	Лаврентьев, Андрей	https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B2%D1%80%D0%B5%D0%BD%D1%82%D1%8C%D0%B5%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9	Q16669722	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:31Z
adilet	108	Мусин Багдат Батырбекович	1983	ru	8428665	Мусин, Багдат Батырбекович	https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%81%D0%B8%D0%BD,_%D0%91%D0%B0%D0%B3%D0%B4%D0%B0%D1%82_%D0%91%D0%B0%D1%82%D1%8B%D1%80%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B8%D1%87	Q98103179	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:31Z
adilet	109	Муталип Шахмурат	1990	ru	11263774	Муталип, Шахмурат	https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%82%D0%B0%D0%BB%D0%B8%D0%BF,_%D0%A8%D0%B0%D1%85%D0%BC%D1%83%D1%80%D0%B0%D1%82	Q136445437	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:32Z
adilet	117	Нахбаева Гүлісхан Сайфулинқызы	1991	ru	5660262	Нахбаева, Гулисхан Сайфуллиновна	https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%85%D0%B1%D0%B0%D0%B5%D0%B2%D0%B0,_%D0%93%D1%83%D0%BB%D0%B8%D1%81%D1%85%D0%B0%D0%BD_%D0%A1%D0%B0%D0%B9%D1%84%D1%83%D0%BB%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0	Q16225599	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:33Z
adilet	126	Перепечина Ольга Валентиновна	1967	ru	7867258	Перепечина, Ольга Валентиновна	https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D0%B5%D1%87%D0%B8%D0%BD%D0%B0,_%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0	Q12557154	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:33Z
adilet	126	Перепечина Ольга Валентиновна	1967	kk	103949	Ольга Валентиновна Перепечина	https://kk.wikipedia.org/wiki/%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0_%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D0%B5%D1%87%D0%B8%D0%BD%D0%B0	Q12557154	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:34Z
adilet	128	Пономарёв Сергей Михайлович	1961	ru	10523376	Пономарёв, Сергей Михайлович	https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0%D1%80%D1%91%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87	Q124771340	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:35Z
adilet	133	Рожин Максим Николаевич	1983	ru	10173163	Рожин, Максим Николаевич	https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B6%D0%B8%D0%BD,_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87	Q120281214	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:35Z
adilet	136	Савельева Татьяна Михайловна	1976	ru	11249409	Савельева, Татьяна Михайловна	https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D0%B5%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0,_%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0	Q136816795	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:36Z
adilet	144	Сарым Айдос Әміроллаұлы	1975	ru	8974045	Сарым, Айдос Амироллаулы	https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%80%D1%8B%D0%BC,_%D0%90%D0%B9%D0%B4%D0%BE%D1%81_%D0%90%D0%BC%D0%B8%D1%80%D0%BE%D0%BB%D0%BB%D0%B0%D1%83%D0%BB%D1%8B	Q12527422	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:37Z
adilet	144	Сарым Айдос Әміроллаұлы	1975	kk	483609	Айдос Әміроллаұлы Сарым	https://kk.wikipedia.org/wiki/%D0%90%D0%B9%D0%B4%D0%BE%D1%81_%D3%98%D0%BC%D1%96%D1%80%D0%BE%D0%BB%D0%BB%D0%B0%D2%B1%D0%BB%D1%8B_%D0%A1%D0%B0%D1%80%D1%8B%D0%BC	Q12527422	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:38Z
adilet	147	Скакова Айжан Амангельдиевна	1977	ru	9184014	Скакова, Айжан Амангельдиевна	https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%90%D0%B9%D0%B6%D0%B0%D0%BD_%D0%90%D0%BC%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D0%B4%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0	Q112992801	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:38Z
adilet	148	Смышляева Екатерина Васильевна	1982	ru	9229240	Смышляева, Екатерина Васильевна	https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D1%8B%D1%88%D0%BB%D1%8F%D0%B5%D0%B2%D0%B0,_%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0	Q112991646	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:39Z
adilet	153	Сулейменова Жулдыз Досбергеновна	1983	ru	8973988	Сулейменова, Жулдыз Досбергеновна	https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D0%B5%D0%B9%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0,_%D0%96%D1%83%D0%BB%D0%B4%D1%8B%D0%B7_%D0%94%D0%BE%D1%81%D0%B1%D0%B5%D1%80%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0	Q109493950	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:40Z
adilet	153	Сулейменова Жулдыз Досбергеновна	1983	ru	6661758	Сулейменова	https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D0%B5%D0%B9%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0	Q109072927	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:40Z
adilet	161	Теңізбаев Нұрбақыт Молдахметұлы	1983	kk	104220	Нұрбақыт Молдахметұлы Теңізбаев	https://kk.wikipedia.org/wiki/%D0%9D%D2%B1%D1%80%D0%B1%D0%B0%D2%9B%D1%8B%D1%82_%D0%9C%D0%BE%D0%BB%D0%B4%D0%B0%D1%85%D0%BC%D0%B5%D1%82%D2%B1%D0%BB%D1%8B_%D0%A2%D0%B5%D2%A3%D1%96%D0%B7%D0%B1%D0%B0%D0%B5%D0%B2	Q2502828	NEEDS_REVIEW	fetch-error:HTTPError	UNKNOWN		2026-08-16T22:26:41Z
